# File Name: UNTRANSLATEREVERSE.txt
# File Size: 11866416    
# File Date: 08/22/2026 15:09:21
# File Purpose: Supporting resource for the Aionian Bible project
# File Location: https://resources.AionianBible.org
# File Copyright: Creative Commons Attribution 4.0 International, 2018-2026
# File Generator: ABCMS (alpha)
# File Accuracy: Contact publisher with corrections to file format or content
# Publisher Name: Nainoia Inc
# Publisher Contact: https://www.AionianBible.org/Publisher
# Publisher Mission: https://www.AionianBible.org/Preface
# Publisher Website: https://NAINOIA-INC.signedon.net
# Publisher Facebook: https://www.Facebook.com/AionianBible
#
BIBLE	INDEX	BOOK	CHAPTER	VERSE	INDEXX	BOOKX	CHAPTERX	VERSEX
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	016	019	PSA	089	017
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	017	019	PSA	089	018
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	018	019	PSA	089	019
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	019	019	PSA	089	020
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	020	019	PSA	089	021
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	021	019	PSA	089	022
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	022	019	PSA	089	023
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	023	019	PSA	089	024
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	024	019	PSA	089	025
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	025	019	PSA	089	026
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	026	019	PSA	089	027
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	027	019	PSA	089	028
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	028	019	PSA	089	029
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	029	019	PSA	089	030
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	030	019	PSA	089	031
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	031	019	PSA	089	032
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	032	019	PSA	089	033
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	033	019	PSA	089	034
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	034	019	PSA	089	035
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	035	019	PSA	089	036
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	036	019	PSA	089	037
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	037	019	PSA	089	038
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	038	019	PSA	089	039
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	039	019	PSA	089	040
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	040	019	PSA	089	041
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	041	019	PSA	089	042
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	042	019	PSA	089	043
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	043	019	PSA	089	044
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	044	019	PSA	089	045
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	045	019	PSA	089	046
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	046	019	PSA	089	047
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	047	019	PSA	089	048
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	048	019	PSA	089	049
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	049	019	PSA	089	050
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	050	019	PSA	089	051
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	051	019	PSA	089	052
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	089	052	019	PSA	089	053
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	001-SKIP	019	PSA	092	001-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	001	019	PSA	092	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	002	019	PSA	092	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	003	019	PSA	092	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	004	019	PSA	092	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	005	019	PSA	092	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	006	019	PSA	092	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	007	019	PSA	092	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	008	019	PSA	092	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	009	019	PSA	092	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	010	019	PSA	092	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	011	019	PSA	092	012
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	012	019	PSA	092	013
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	013	019	PSA	092	014
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	014	019	PSA	092	015
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	092	015	019	PSA	092	016
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	001-SKIP	019	PSA	102	001-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	001	019	PSA	102	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	002	019	PSA	102	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	003	019	PSA	102	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	004	019	PSA	102	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	005	019	PSA	102	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	006	019	PSA	102	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	007	019	PSA	102	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	008	019	PSA	102	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	009	019	PSA	102	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	010	019	PSA	102	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	011	019	PSA	102	012
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	012	019	PSA	102	013
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	013	019	PSA	102	014
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	014	019	PSA	102	015
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	015	019	PSA	102	016
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	016	019	PSA	102	017
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	017	019	PSA	102	018
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	018	019	PSA	102	019
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	019	019	PSA	102	020
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	020	019	PSA	102	021
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	021	019	PSA	102	022
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	022	019	PSA	102	023
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	023	019	PSA	102	024
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	024	019	PSA	102	025
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	025	019	PSA	102	026
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	026	019	PSA	102	027
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	027	019	PSA	102	028
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	102	028	019	PSA	102	029
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	001-SKIP	019	PSA	108	001-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	001	019	PSA	108	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	002	019	PSA	108	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	003	019	PSA	108	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	004	019	PSA	108	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	005	019	PSA	108	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	006	019	PSA	108	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	007	019	PSA	108	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	008	019	PSA	108	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	009	019	PSA	108	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	010	019	PSA	108	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	011	019	PSA	108	012
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	012	019	PSA	108	013
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	108	013	019	PSA	108	014
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	001-SKIP	019	PSA	140	001-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	001	019	PSA	140	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	002	019	PSA	140	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	003	019	PSA	140	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	004	019	PSA	140	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	005	019	PSA	140	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	006	019	PSA	140	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	007	019	PSA	140	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	008	019	PSA	140	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	009	019	PSA	140	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	010	019	PSA	140	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	011	019	PSA	140	012
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	012	019	PSA	140	013
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	140	013	019	PSA	140	014
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	142	001-SKIP	019	PSA	142	001-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	142	001	019	PSA	142	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	142	002	019	PSA	142	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	142	003	019	PSA	142	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	142	004	019	PSA	142	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	142	005	019	PSA	142	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	142	006	019	PSA	142	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	019	PSA	142	007	019	PSA	142	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	001	021	ECC	004	017
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	002	021	ECC	005	001
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	003	021	ECC	005	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	004	021	ECC	005	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	005	021	ECC	005	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	006	021	ECC	005	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	007	021	ECC	005	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	008	021	ECC	005	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	009	021	ECC	005	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	010	021	ECC	005	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	011	021	ECC	005	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	012	021	ECC	005	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	013	021	ECC	005	012
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	014	021	ECC	005	013
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	015	021	ECC	005	014
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	016	021	ECC	005	015
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	017	021	ECC	005	016
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	018	021	ECC	005	017
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	019	021	ECC	005	018
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	021	ECC	005	020	021	ECC	005	019
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	006	013	022	SOL	007	001
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	001	022	SOL	007	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	002	022	SOL	007	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	003	022	SOL	007	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	004	022	SOL	007	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	005	022	SOL	007	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	006	022	SOL	007	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	007	022	SOL	007	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	008	022	SOL	007	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	009	022	SOL	007	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	010	022	SOL	007	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	011	022	SOL	007	012
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	012	022	SOL	007	013
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	022	SOL	007	013	022	SOL	007	014
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	001	023	ISA	008	023
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	002	023	ISA	009	001
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	003	023	ISA	009	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	004	023	ISA	009	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	005	023	ISA	009	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	006	023	ISA	009	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	007	023	ISA	009	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	008	023	ISA	009	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	009	023	ISA	009	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	010	023	ISA	009	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	011	023	ISA	009	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	012	023	ISA	009	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	013	023	ISA	009	012
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	014	023	ISA	009	013
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	015	023	ISA	009	014
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	016	023	ISA	009	015
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	017	023	ISA	009	016
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	018	023	ISA	009	017
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	019	023	ISA	009	018
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	020	023	ISA	009	019
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	009	021	023	ISA	009	020
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	041	006-SKIP	023	ISA	041	006-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	041	007-SKIP	023	ISA	041	007-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	001	023	ISA	063	020
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	002	023	ISA	064	001
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	003	023	ISA	064	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	004	023	ISA	064	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	005	023	ISA	064	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	006	023	ISA	064	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	007	023	ISA	064	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	008	023	ISA	064	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	009	023	ISA	064	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	010	023	ISA	064	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	011	023	ISA	064	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	023	ISA	064	012	023	ISA	064	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	001	024	JER	008	023
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	002	024	JER	009	001
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	003	024	JER	009	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	004	024	JER	009	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	005	024	JER	009	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	006	024	JER	009	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	007	024	JER	009	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	008	024	JER	009	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	009	024	JER	009	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	010	024	JER	009	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	011	024	JER	009	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	012	024	JER	009	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	013	024	JER	009	012
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	014	024	JER	009	013
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	015	024	JER	009	014
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	016	024	JER	009	015
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	017	024	JER	009	016
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	018	024	JER	009	017
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	019	024	JER	009	018
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	020	024	JER	009	019
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	021	024	JER	009	020
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	022	024	JER	009	021
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	023	024	JER	009	022
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	024	024	JER	009	023
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	025	024	JER	009	024
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	024	JER	009	026	024	JER	009	025
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	020	045	026	EZE	021	001
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	020	046	026	EZE	021	002
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	020	047	026	EZE	021	003
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	020	048	026	EZE	021	004
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	020	049	026	EZE	021	005
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	001	026	EZE	021	006
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	002	026	EZE	021	007
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	003	026	EZE	021	008
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	004	026	EZE	021	009
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	005	026	EZE	021	010
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	006	026	EZE	021	011
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	007	026	EZE	021	012
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	008	026	EZE	021	013
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	009	026	EZE	021	014
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	010	026	EZE	021	015
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	011	026	EZE	021	016
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	012	026	EZE	021	017
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	013	026	EZE	021	018
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	014	026	EZE	021	019
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	015	026	EZE	021	020
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	016	026	EZE	021	021
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	017	026	EZE	021	022
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	018	026	EZE	021	023
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	019	026	EZE	021	024
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	020	026	EZE	021	025
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	021	026	EZE	021	026
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	022	026	EZE	021	027
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	023	026	EZE	021	028
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	024	026	EZE	021	029
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	025	026	EZE	021	030
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	026	026	EZE	021	031
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	027	026	EZE	021	032
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	028	026	EZE	021	033
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	029	026	EZE	021	034
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	030	026	EZE	021	035
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	031	026	EZE	021	036
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	026	EZE	021	032	026	EZE	021	037
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	024-SKIP	027	DAN	003	024-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	025-SKIP	027	DAN	003	025-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	026-SKIP	027	DAN	003	026-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	027-SKIP	027	DAN	003	027-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	028-SKIP	027	DAN	003	028-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	029-SKIP	027	DAN	003	029-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	030-SKIP	027	DAN	003	030-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	031-SKIP	027	DAN	003	031-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	032-SKIP	027	DAN	003	032-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	033-SKIP	027	DAN	003	033-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	034-SKIP	027	DAN	003	034-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	035-SKIP	027	DAN	003	035-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	036-SKIP	027	DAN	003	036-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	037-SKIP	027	DAN	003	037-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	038-SKIP	027	DAN	003	038-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	039-SKIP	027	DAN	003	039-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	040-SKIP	027	DAN	003	040-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	041-SKIP	027	DAN	003	041-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	042-SKIP	027	DAN	003	042-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	043-SKIP	027	DAN	003	043-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	044-SKIP	027	DAN	003	044-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	045-SKIP	027	DAN	003	045-SKIP
Holy-Bible---Italian---Conferenza-Episcopale-Italiana	027	DAN	003	046-SKIP	027	DAN	003	046-SKIP
